available,category,price,priceExcludeTax,priceIncludeTax,rating,title
14,Nonfiction,15.77,15.77,15.77,,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts
14,Fantasy,44.73,44.73,44.73,,The Bane Chronicles (The Bane Chronicles #1-11)
14,Young Adult,35.35,35.35,35.35,,The Darkest Lie
14,Thriller,13.82,13.82,13.82,,The Guilty (Will Robie #4)
14,Food and Drink,28.77,28.77,28.77,star-rating Three,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth
14,Add a comment,48.78,48.78,48.78,,The Dovekeepers
14,Fiction,25.85,25.85,25.85,star-rating Three,The First Hostage (J.B. Collins #2)
14,Fantasy,52.26,52.26,52.26,,The Hidden Oracle (The Trials of Apollo #1)
14,Add a comment,40.67,40.67,40.67,,The Immortal Life of Henrietta Lacks
14,Nonfiction,17.43,17.43,17.43,star-rating Three,The Literature Book (Big Ideas Simply Explained)
14,Mystery,54.21,54.21,54.21,,The Last Mile (Amos Decker #2)
14,Historical Fiction,28.08,28.08,28.08,,The Marriage of Opposites
14,Psychology,10.40,10.40,10.40,,The Lucifer Effect: Understanding How Good People Turn Evil
14,Horror,23.40,23.40,23.40,,The Loney
14,Humor,44.07,44.07,44.07,,The Long Haul (Diary of a Wimpy Kid #9)
14,Default,16.88,16.88,16.88,star-rating Three,The Power of Habit: Why We Do What We Do in Life and Business
14,Politics,52.65,52.65,52.65,,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond
14,Sequential Art,37.34,37.34,37.34,,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)"
14,Young Adult,14.36,14.36,14.36,,Wild Swans
14,Thriller,43.61,43.61,43.61,,You (You #1)
15,Default,50.54,50.54,50.54,,Amatus
14,History,24.70,24.70,24.70,star-rating Three,Zealot: The Life and Times of Jesus of Nazareth
15,Nonfiction,12.51,12.51,12.51,,Agnostic: A Spirited Manifesto
15,Cultural,36.58,36.58,36.58,,Amid the Chaos
15,Default,18.46,18.46,18.46,star-rating Three,Amy Meets the Saints and Sages
15,Default,15.48,15.48,15.48,,Ayumi's Violin
15,Default,46.82,46.82,46.82,,Anonymous
15,Sequential Art,15.38,15.38,15.38,,Batman: The Dark Knight Returns (Batman)
15,Nonfiction,27.43,27.43,27.43,,Becoming Wise: An Inquiry into the Mystery and Art of Living
15,Sequential Art,36.50,36.50,36.50,,Batman: The Long Halloween (Batman)
15,Default,11.11,11.11,11.11,,Beauty Restored (Riley Family Legacy Novellas #3)
15,Nonfiction,30.80,30.80,30.80,star-rating Three,Big Magic: Creative Living Beyond Fear
15,Spirituality,37.80,37.80,37.80,,Chasing Heaven: What Dying Taught Me About Living
15,Christian Fiction,49.46,49.46,49.46,,Close to You
15,Erotica,19.19,19.19,19.19,,Dark Notes
15,Nonfiction,19.43,19.43,19.43,star-rating Three,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
15,Default,34.95,34.95,34.95,,Drive: The Surprising Truth About What Motivates Us
15,Romance,35.61,35.61,35.61,star-rating Three,Doing It Over (Most Likely To #1)
15,Default,37.72,37.72,37.72,,Done Rubbed Out (Reightman & Bailey #1)
15,Food and Drink,42.16,42.16,42.16,star-rating Three,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals"
15,Default,54.59,54.59,54.59,,Eureka Trivia 6.0
15,Default,29.00,29.00,29.00,,First Steps for New Christians (Print Edition)
15,Sequential Art,41.62,41.62,41.62,,"Fables, Vol. 1: Legends in Exile (Fables #1)"
15,Fiction,53.53,53.53,53.53,,Finders Keepers (Bill Hodges Trilogy #2)
15,Young Adult,29.99,29.99,29.99,,Frostbite (Vampire Academy #2)
15,Horror,21.36,21.36,21.36,,Follow You Home
15,Default,22.16,22.16,22.16,,Grumbles
15,Travel,49.43,49.43,49.43,,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond
15,Young Adult,48.56,48.56,48.56,,Library of Souls (Miss Peregrine’s Peculiar Children #3)
15,Fantasy,42.98,42.98,42.98,,Hollow City (Miss Peregrine’s Peculiar Children #2)
15,Womens Fiction,57.36,57.36,57.36,,I Had a Nice Time And Other Lies...: How to find love & sh*t like that
15,Default,19.15,19.15,19.15,,Large Print Heart of the Pride
15,Default,10.76,10.76,10.76,,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1)
15,Childrens,13.47,13.47,13.47,star-rating Three,Little Red
15,Add a comment,28.26,28.26,28.26,,Modern Romance
15,Biography,16.85,16.85,16.85,,Louisa: The Extraordinary Life of Mrs. Adams
15,Historical Fiction,30.25,30.25,30.25,,Mrs. Houdini
15,Poetry,41.05,41.05,41.05,,Night Sky with Exit Wounds
15,Default,41.06,41.06,41.06,,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form
15,Young Adult,38.28,38.28,38.28,,"Nightingale, Sing"
15,Christian Fiction,20.47,20.47,20.47,,Redeeming Love
15,Default,36.94,36.94,36.94,,Romero and Juliet: A Tragic Tale of Love and Zombies
15,Poetry,14.19,14.19,14.19,,Poems That Make Grown Women Cry
15,Young Adult,43.55,43.55,43.55,,Scarlett Epstein Hates It Here
15,Default,20.27,20.27,20.27,,Secrets and Lace (Fatal Hearts #1)
15,Add a comment,29.06,29.06,29.06,star-rating Three,"Shobu Samurai, Project Aryoku (#3)"
15,Business,23.99,23.99,23.99,,Shoe Dog: A Memoir by the Creator of NIKE
15,Science Fiction,26.12,26.12,26.12,,Soft Apocalypse
15,Romance,16.24,16.24,16.24,,Something More Than This
15,Nonfiction,12.23,12.23,12.23,,So You've Been Publicly Shamed
15,Romance,55.99,55.99,55.99,,Suddenly in Love (Lake Haven #1)
15,Business,27.55,27.55,27.55,star-rating Three,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job
15,Autobiography,10.93,10.93,10.93,,The Argonauts
15,Default,33.34,33.34,33.34,,The Art of War
15,Nonfiction,38.49,38.49,38.49,,The Artist's Way: A Spiritual Path to Higher Creativity
15,Default,32.00,32.00,32.00,star-rating Three,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.
16,Fantasy,56.40,56.40,56.40,,Masks and Shadows
16,Add a comment,14.07,14.07,14.07,star-rating Three,On a Midnight Clear
16,Food and Drink,33.37,33.37,33.37,,My Paris Kitchen: Recipes and Stories
16,Young Adult,14.86,14.86,14.86,,Obsidian (Lux #1)
16,Self Help,46.35,46.35,46.35,,Online Marketing for Busy Authors: A Step-By-Step Guide
16,Sequential Art,48.41,48.41,48.41,,orange: The Complete Collection 1 (orange: The Complete Collection #1)
16,Sequential Art,10.16,10.16,10.16,star-rating Three,Patience
16,Sequential Art,15.44,15.44,15.44,,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)"
16,History,36.28,36.28,36.28,,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics"
16,Sequential Art,18.97,18.97,18.97,,"Pop Gun War, Volume 1: Gift"
16,Sequential Art,13.61,13.61,13.61,,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)"
16,Fantasy,13.34,13.34,13.34,,Princess Between Worlds (Wide-Awake Princess #5)
15,Philosophy,17.44,17.44,17.44,,The Stranger
15,Business,12.61,12.61,12.61,,The Third Wave: An Entrepreneur’s Vision of the Future
15,Fiction,42.15,42.15,42.15,,The Vacationers
15,Childrens,58.08,58.08,58.08,,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”
15,Romance,24.12,24.12,24.12,,The Wedding Dress
15,Default,52.72,52.72,52.72,,Thirteen Reasons Why
15,History,59.64,59.64,59.64,,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History
15,Fantasy,35.07,35.07,35.07,star-rating Three,Throne of Glass (Throne of Glass #1)
15,Fiction,21.04,21.04,21.04,,Tuesday Nights in 1980
15,Default,41.60,41.60,41.60,star-rating Three,Tracing Numbers on a Train
15,Science Fiction,43.30,43.30,43.30,,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)"
15,Religion,21.87,21.87,21.87,,You Are What You Love: The Spiritual Power of Habit
16,Fantasy,52.37,52.37,52.37,,A Court of Thorns and Roses (A Court of Thorns and Roses #1)
16,Christian,54.00,54.00,54.00,,(Un)Qualified: How God Uses Broken People to Do Big Things
16,Historical Fiction,55.53,55.53,55.53,,A Flight of Arrows (The Pathfinders #2)
16,Young Adult,28.13,28.13,28.13,,A Fierce and Subtle Poison
16,Mystery,16.64,16.64,16.64,,A Murder in Time
16,Default,42.95,42.95,42.95,,A World of Flavor: Your Gluten Free Passport
16,Default,56.76,56.76,56.76,,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations"
16,Sequential Art,37.92,37.92,37.92,,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))"
16,Nonfiction,30.81,30.81,30.81,,Algorithms to Live By: The Computer Science of Human Decisions
16,Fantasy,28.09,28.09,28.09,,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)"
16,Default,49.46,49.46,49.46,,Bossypants
16,Young Adult,28.81,28.81,28.81,star-rating Three,Burning
16,Sequential Art,17.08,17.08,17.08,,Camp Midnight
16,Sequential Art,36.72,36.72,36.72,,"Codename Baboushka, Volume 1: The Conclave of Death"
16,Nonfiction,29.14,29.14,29.14,,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle
16,Religion,37.97,37.97,37.97,,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master"
16,Fantasy,43.29,43.29,43.29,star-rating Three,Crown of Midnight (Throne of Glass #2)
16,Sequential Art,51.99,51.99,51.99,,Danganronpa Volume 1
16,Romance,21.96,21.96,21.96,,Fifty Shades Darker (Fifty Shades #2)
16,Nonfiction,54.35,54.35,54.35,,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day
16,Romance,15.97,15.97,15.97,,First and First (Five Boroughs #3)
16,Sequential Art,22.11,22.11,22.11,,"Giant Days, Vol. 2 (Giant Days #5-8)"
16,Historical Fiction,29.69,29.69,29.69,star-rating Three,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton
16,Romance,33.97,33.97,33.97,,Her Backup Boyfriend (The Sorensen Family #1)
16,Self Help,46.03,46.03,46.03,,How to Be Miserable: 40 Strategies You Already Use
16,Sequential Art,54.63,54.63,54.63,star-rating Three,I am a Hero Omnibus Volume 1
16,Sequential Art,29.17,29.17,29.17,,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)"
16,Science,57.36,57.36,57.36,,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine
16,Young Adult,45.22,45.22,45.22,star-rating Three,The Natural History of Us (The Fine Art of Pretending #2)
16,Mystery,56.50,56.50,56.50,,The Past Never Ends
16,Food and Drink,56.41,56.41,56.41,,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!"
16,Childrens,56.13,56.13,56.13,,The Secret of Dreadwillow Carse
16,Add a comment,19.09,19.09,19.09,,The Torch Is Passed: A Harding Family Story
16,Nonfiction,31.12,31.12,31.12,star-rating Three,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity
16,Fiction,17.27,17.27,17.27,,Thirst
16,Sequential Art,19.49,19.49,19.49,,This One Summer
16,History,25.52,25.52,25.52,,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink"
16,Sequential Art,16.28,16.28,16.28,,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2)
16,Fantasy,18.78,18.78,18.78,star-rating Three,Unicorn Tracks
16,Nonfiction,44.18,44.18,44.18,,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness"
16,Poetry,14.27,14.27,14.27,,Untitled Collection: Sabbath Poems 2014
16,Contemporary,31.77,31.77,31.77,,When We Collided
16,Fiction,50.27,50.27,50.27,,"We Love You, Charlie Freeman"
16,New Adult,45.07,45.07,45.07,,Without Borders (Wanderlove #1)
17,Fiction,47.61,47.61,47.61,,Private Paris (Private #10)
17,Nonfiction,23.11,23.11,23.11,,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.
17,Nonfiction,26.41,26.41,26.41,,Reasons to Stay Alive
17,Poetry,57.31,57.31,57.31,star-rating Three,Slow States of Collapse: Poems
15,Food and Drink,41.25,41.25,41.25,,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First
15,Default,23.15,23.15,23.15,,The Emerald Mystery
15,Nonfiction,17.24,17.24,17.24,,The Genius of Birds
15,Default,55.02,55.02,55.02,,The Girl on the Train
15,Fantasy,44.28,44.28,44.28,,The Glittering Court (The Glittering Court #1)
15,Historical Fiction,36.95,36.95,36.95,,The House by the Lake
15,Default,41.82,41.82,41.82,,The Kite Runner
15,Crime,10.97,10.97,10.97,,The Long Shadow of Small Ghosts: Murder and Memory in an American City
15,Food and Drink,37.60,37.60,37.60,,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking
15,New Adult,55.85,55.85,55.85,,The Matchmaker's Playbook (Wingmen Inc. #1)
15,New Adult,43.29,43.29,43.29,star-rating Three,The Mistake (Off-Campus #2)
15,Mystery,44.10,44.10,44.10,,The Murder of Roger Ackroyd (Hercule Poirot #4)
15,Food and Drink,37.34,37.34,37.34,,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us
15,Nonfiction,38.21,38.21,38.21,,The Omnivore's Dilemma: A Natural History of Four Meals
15,Default,36.00,36.00,36.00,,The Psychopath Test: A Journey Through the Madness Industry
15,Fiction,51.36,51.36,51.36,,The Regional Office Is Under Attack!
15,Nonfiction,43.54,43.54,43.54,,The Power of Now: A Guide to Spiritual Enlightenment
15,Science Fiction,10.65,10.65,10.65,,The Project
15,Default,27.37,27.37,27.37,,The Secret (The Secret #1)
15,Sequential Art,33.14,33.14,33.14,,The Shadow Hero (The Shadow Hero)
17,Poetry,33.63,33.63,33.63,,You can't bury them all: Poems
18,Thriller,52.22,52.22,52.22,,Behind Closed Doors
18,Default,33.29,33.29,33.29,star-rating Three,Penny Maybe
18,Philosophy,15.94,15.94,15.94,,Sophie's World
18,Mystery,19.63,19.63,19.63,,"In a Dark, Dark Wood"
18,Default,18.02,18.02,18.02,,Maude (1883-1993):She Grew Up with the country
18,Childrens,36.89,36.89,36.89,,The Bear and the Piano
18,Thriller,23.82,23.82,23.82,,The Elephant Tree
18,Nonfiction,31.05,31.05,31.05,star-rating Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
18,Spirituality,17.66,17.66,17.66,,The Four Agreements: A Practical Guide to Personal Freedom
18,Art,44.18,44.18,44.18,,Wall and Piece
19,Default,22.50,22.50,22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
18,Nonfiction,40.30,40.30,40.30,,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
19,Default,53.13,53.13,53.13,star-rating Three,Aladdin and His Wonderful Lamp
19,Childrens,54.64,54.64,54.64,star-rating Three,Birdsong: A Story in Pictures
19,Romance,25.27,25.27,25.27,,Chase Me (Paris Nights #2)
19,Romance,34.53,34.53,34.53,,Black Dust
19,Food and Drink,30.52,30.52,30.52,star-rating Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
19,Music,37.32,37.32,37.32,,How Music Works
19,Thriller,12.84,12.84,12.84,,In Her Wake
19,Politics,51.33,51.33,51.33,,Libertarianism for Beginners
19,Science Fiction,37.59,37.59,37.59,,Mesaerion: The Best Science Fiction Stories 1800-1849
16,Horror,39.25,39.25,39.25,,Security
16,Fantasy,25.02,25.02,25.02,star-rating Three,"Saga, Volume 6 (Saga (Collected Editions) #6)"
16,Nonfiction,41.83,41.83,41.83,,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up
16,Default,39.58,39.58,39.58,,Soul Reader
16,Spirituality,32.24,32.24,32.24,,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution
16,History,19.73,19.73,19.73,,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind
16,Add a comment,40.76,40.76,40.76,star-rating Three,The Art Forger
16,Health,49.05,49.05,49.05,star-rating Three,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life"
16,Philosophy,58.11,58.11,58.11,,The Death of Humanity: and the Case for Life
16,Nonfiction,56.06,56.06,56.06,,The Electric Pencil: Drawings from Inside State Hospital No. 3
16,Nonfiction,37.13,37.13,37.13,,The Gutsy Girl: Escapades for Your Life of Epic Adventure
16,Default,20.59,20.59,20.59,,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer"
16,Nonfiction,16.77,16.77,16.77,star-rating Three,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
16,Add a comment,23.89,23.89,23.89,,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy"
16,Science,42.96,42.96,42.96,,The Most Perfect Thing: Inside (and Outside) a Bird's Egg
16,Fiction,54.11,54.11,54.11,star-rating Three,The Murder That Never Was (Forensic Instincts #5)
16,Sequential Art,38.16,38.16,38.16,,The Nameless City (The Nameless City #1)
19,Music,57.25,57.25,57.25,star-rating Three,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991"
19,Poetry,23.88,23.88,23.88,,Olio
19,Young Adult,17.46,17.46,17.46,,Set Me Free
19,Music,35.02,35.02,35.02,,Rip it Up and Start Again
19,Sequential Art,52.29,52.29,52.29,,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)
19,Default,13.99,13.99,13.99,,"Starving Hearts (Triangular Trade Trilogy, #1)"
19,Poetry,20.66,20.66,20.66,,Shakespeare's Sonnets
19,Poetry,52.15,52.15,52.15,,The Black Maria
20,History,54.23,54.23,54.23,,Sapiens: A Brief History of Humankind
19,Default,22.60,22.60,22.60,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
19,Default,17.93,17.93,17.93,star-rating Three,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull"
19,Business,33.34,33.34,33.34,,The Dirty Little Secrets of Getting Your Dream Job
20,Mystery,47.82,47.82,47.82,,Sharp Objects
19,Young Adult,22.65,22.65,22.65,,The Requiem Red
20,Fiction,50.10,50.10,50.10,,Soumission
20,Historical Fiction,53.74,53.74,53.74,,Tipping the Velvet
22,Poetry,51.77,51.77,51.77,star-rating Three,A Light in the Attic
5,Fiction,44.58,44.58,44.58,,The Expatriates
5,Fantasy,56.00,56.00,56.00,,The False Prince (The Ascendance Trilogy #1)
5,Default,47.22,47.22,47.22,,The Fault in Our Stars
5,Fiction,45.56,45.56,45.56,star-rating Three,The Firm
5,Science,13.76,13.76,13.76,star-rating Three,The Grand Design
5,Young Adult,15.52,15.52,15.52,,Kill the Boy Band
5,Thriller,31.49,31.49,31.49,,Killing Floor (Jack Reacher #1)
5,Fiction,59.98,59.98,59.98,star-rating Three,Last One Home (New Beginnings #1)
5,History,51.22,51.22,51.22,,America's War for the Greater Middle East: A Military History
4,Sequential Art,50.44,50.44,50.44,,"Fruits Basket, Vol. 4 (Fruits Basket #4)"
4,Historical Fiction,26.77,26.77,26.77,,Girl With a Pearl Earring
4,Nonfiction,27.80,27.80,27.80,,God Is Not Great: How Religion Poisons Everything
4,Classics,32.49,32.49,32.49,star-rating Three,Gone with the Wind
3,Womens Fiction,44.29,44.29,44.29,,The Devil Wears Prada (The Devil Wears Prada #1)
3,Default,52.25,52.25,52.25,,The Demon-Haunted World: Science as a Candle in the Dark
3,Default,25.02,25.02,25.02,,"Lean In: Women, Work, and the Will to Lead"
3,Young Adult,43.69,43.69,43.69,,Legend (Legend #1)
3,Young Adult,53.04,53.04,53.04,,Lady Renegades (Rebel Belle #3)
3,Humor,55.50,55.50,55.50,,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
3,Default,46.45,46.45,46.45,,Shopaholic & Baby (Shopaholic #5)
3,Childrens,26.33,26.33,26.33,,The Day the Crayons Came Home (Crayons)
3,Childrens,10.66,10.66,10.66,star-rating Three,Are We There Yet?
3,Nonfiction,56.58,56.58,56.58,,Are We Smart Enough to Know How Smart Animals Are?
3,Sequential Art,38.02,38.02,38.02,,Awkward
3,Fantasy,22.06,22.06,22.06,,Ash
1,Sequential Art,40.28,40.28,40.28,,"Fruits Basket, Vol. 1 (Fruits Basket #1)"
1,Science Fiction,34.96,34.96,34.96,,Having the Barbarian's Baby (Ice Planet Barbarians #7.5)
1,Sequential Art,45.24,45.24,45.24,star-rating Three,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)"
1,Sequential Art,56.76,56.76,56.76,,"Giant Days, Vol. 1 (Giant Days #1-4)"
1,Sports and Games,40.44,40.44,40.44,,Icing (Aces Hockey #2)
1,Romance,34.74,34.74,34.74,,Imperfect Harmony
1,Romance,58.99,58.99,58.99,star-rating Three,Listen to Me (Fusion #1)
1,Default,38.43,38.43,38.43,,Jane Eyre
1,Fiction,57.20,57.20,57.20,,Kitchens of the Great Midwest
1,Historical Fiction,27.70,27.70,27.70,,Lost Among the Living
1,Add a comment,24.89,24.89,24.89,star-rating Three,Lord of the Flies
1,Romance,38.92,38.92,38.92,,My Perfect Mistake (Over the Top #1)
1,Childrens,28.34,28.34,28.34,,Matilda
1,Philosophy,25.89,25.89,25.89,,Meditations
1,Fantasy,58.75,58.75,58.75,,Myriad (Prentor #1)
1,Sequential Art,39.39,39.39,39.39,,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)"
1,Classics,47.11,47.11,47.11,,Of Mice and Men
1,Music,55.66,55.66,55.66,,Old Records Never Die: One Man's Quest for His Vinyl and His Past
1,New Adult,39.45,39.45,39.45,,Off Sides (Off #1)
1,Default,32.36,32.36,32.36,star-rating Three,On the Road (Duluoz Legend)
1,Travel,26.08,26.08,26.08,,"1,000 Places to See Before You Die"
1,Mystery,53.98,53.98,53.98,,1st to Die (Women's Murder Club #1)
1,Sequential Art,57.06,57.06,57.06,,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)"
1,Historical Fiction,16.97,16.97,16.97,,A Spy's Devotion (The Regency Spies of London #1)
1,Philosophy,43.38,43.38,43.38,,Beyond Good and Evil
1,Sequential Art,34.65,34.65,34.65,,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)"
1,Classics,55.53,55.53,55.53,,Alice in Wonderland (Alice's Adventures in Wonderland #1)
1,Mystery,20.30,20.30,20.30,star-rating Three,Blood Defense (Samantha Brinkman #1)
1,Romance,37.26,37.26,37.26,,Bounty (Colorado Mountain #7)
1,Womens Fiction,29.82,29.82,29.82,,Bridget Jones's Diary (Bridget Jones #1)
1,Fiction,39.07,39.07,39.07,,Bright Lines
1,Romance,41.24,41.24,41.24,,Charity's Cross (Charles Towne Belles #4)
1,Religion,28.42,28.42,28.42,,Choosing Our Religion: The Spiritual Lives of America's Nones
1,Childrens,22.85,22.85,22.85,star-rating Three,Charlie and the Chocolate Factory (Charlie Bucket #1)
1,Romance,47.09,47.09,47.09,,Deep Under (Walker Security #1)
1,Nonfiction,51.32,51.32,51.32,star-rating Three,"Eat, Pray, Love"
1,Classics,32.93,32.93,32.93,,Emma
1,Romance,39.24,39.24,39.24,star-rating Three,Fighting Fate (Fighting #6)
1,Default,38.00,38.00,38.00,,Frankenstein
1,Music,28.80,28.80,28.80,star-rating Three,Forever Rockers (The Rocker #12)
1,Fantasy,52.94,52.94,52.94,,One Second (Seven #7)
1,Fantasy,28.99,28.99,28.99,,Origins (Alphas 0.5)
1,Sequential Art,29.87,29.87,29.87,star-rating Three,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)"
1,Sequential Art,21.71,21.71,21.71,,"Paper Girls, Vol. 1 (Paper Girls #1-5)"
1,Default,24.96,24.96,24.96,,Paradise Lost (Paradise #1)
1,Sequential Art,46.96,46.96,46.96,,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)"
1,Romance,28.34,28.34,28.34,,"Rhythm, Chord & Malykhin"
1,Sequential Art,28.48,28.48,28.48,,"Saga, Volume 1 (Saga (Collected Editions) #1)"
1,Classics,37.46,37.46,37.46,,Sense and Sensibility
1,Sports and Games,44.91,44.91,44.91,,Settling the Score (The Summer Games #1)
1,Fantasy,21.72,21.72,21.72,,Shadow Rites (Jane Yellowrock #10)
1,Default,42.40,42.40,42.40,,Shatter Me (Shatter Me #1)
1,New Adult,58.35,58.35,58.35,star-rating Three,Shameless
1,Sequential Art,42.12,42.12,42.12,star-rating Three,"Skip Beat!, Vol. 01 (Skip Beat! #1)"
1,Historical Fiction,25.83,25.83,25.83,star-rating Three,Starlark
1,Fantasy,13.33,13.33,13.33,star-rating Three,Sister Sable (The Mad Queen #1)
1,Default,18.88,18.88,18.88,,Taking Shots (Assassins #1)
1,Young Adult,40.83,40.83,40.83,,The Art of Not Breathing
1,Fiction,30.66,30.66,30.66,star-rating Three,The Bette Davis Club
3,Default,21.55,21.55,21.55,,Beautiful Creatures (Caster Chronicles #1)
1,Religion,57.49,57.49,57.49,star-rating Three,The Bhagavad Gita
3,Classics,38.35,38.35,38.35,,Beowulf
3,Romance,27.41,27.41,27.41,,Best of My Love (Fool's Gold #20)
3,Historical Fiction,20.79,20.79,20.79,,Between Shades of Gray
3,Fiction,22.11,22.11,22.11,,Big Little Lies
3,Sequential Art,49.31,49.31,49.31,,"Black Butler, Vol. 1 (Black Butler #1)"
3,Nonfiction,40.87,40.87,40.87,,Black Flags: The Rise of ISIS
3,Nonfiction,21.74,21.74,21.74,,Blink: The Power of Thinking Without Thinking
3,Nonfiction,27.35,27.35,27.35,,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
3,Young Adult,21.12,21.12,21.12,star-rating Three,Boy Meets Boy
3,Default,35.28,35.28,35.28,,Breaking Dawn (Twilight #4)
3,Nonfiction,51.32,51.32,51.32,,Brave Enough
3,Mystery,24.72,24.72,24.72,,Career of Evil (Cormoran Strike #3)
3,Parenting,37.35,37.35,37.35,,Catastrophic Happiness: Finding Joy in Childhood's Messy Years
3,Young Adult,26.09,26.09,26.09,,Cinder (The Lunar Chronicles #1)
3,Psychology,59.95,59.95,59.95,,Civilization and Its Discontents
1,Add a comment,14.76,14.76,14.76,star-rating Three,The Communist Manifesto
1,Womens Fiction,19.18,19.18,19.18,,The Edge of Reason (Bridget Jones #2)
1,Sequential Art,10.64,10.64,10.64,star-rating Three,The Complete Maus (Maus #1-2)
1,Nonfiction,14.40,14.40,14.40,,The End of the Jesus Era (An Investigation #1)
1,Mystery,15.85,15.85,15.85,star-rating Three,The Girl In The Ice (DCI Erika Foster #1)
1,Mystery,12.29,12.29,12.29,,The Girl You Lost
1,Young Adult,27.89,27.89,27.89,,The Haters
1,New Adult,36.29,36.29,36.29,,The Hook Up (Game On #1)
1,Add a comment,16.16,16.16,16.16,,The Iliad
1,Science Fiction,36.26,36.26,36.26,,The Last Girl (The Dominion Trilogy #1)
1,Add a comment,54.43,54.43,54.43,,The Light of the Fireflies
